seqID,scaffoldID,gene_start,gene_end,gene_direction,cluster_ID,taxonomic_assignment,metabolic_assignment,gene_info
BLI21_coassembly_000000018594_6,BLI21_coassembly_000000018594,4128,4970,+,BLI_hgcA_clstr_0016,Actinobacteria,FERM,NA
BLI21_coassembly_000000018594_7,BLI21_coassembly_000000018594,5000,6094,+,BLI_hgcA_clstr_0016,Actinobacteria,FERM,hgcA
BLI21_coassembly_000000018594_8,BLI21_coassembly_000000018594,6280,7836,+,BLI_hgcA_clstr_0016,Actinobacteria,FERM,NA
BLI21_coassembly_000000018594_9,BLI21_coassembly_000000018594,8877,9290,+,BLI_hgcA_clstr_0016,Actinobacteria,FERM,NA
BLI21_coassembly_000000018594_10,BLI21_coassembly_000000018594,9293,10036,-,BLI_hgcA_clstr_0016,Actinobacteria,FERM,NA
BLI21_coassembly_000000018594_11,BLI21_coassembly_000000018594,10053,11036,-,BLI_hgcA_clstr_0016,Actinobacteria,FERM,NA
BLI21_assembly105_000000018642_1,BLI21_assembly105_000000018642,4640,4984,+,BLI_hgcA_clstr_0043,Kiritimatiellae,KIR,ACR3_arsenite_efflux
BLI21_assembly105_000000018642_2,BLI21_assembly105_000000018642,5000,6034,+,BLI_hgcA_clstr_0043,Kiritimatiellae,KIR,hgcA
BLI21_assembly105_000000018642_3,BLI21_assembly105_000000018642,6031,6312,+,BLI_hgcA_clstr_0043,Kiritimatiellae,KIR,hgcB
BLI21_assembly105_000000018642_4,BLI21_assembly105_000000018642,6318,7181,-,BLI_hgcA_clstr_0043,Kiritimatiellae,KIR,NA
BLI21_assembly105_000000018642_5,BLI21_assembly105_000000018642,7270,8628,-,BLI_hgcA_clstr_0043,Kiritimatiellae,KIR,NA
BLI21_assembly105_000000018642_6,BLI21_assembly105_000000018642,8772,9440,-,BLI_hgcA_clstr_0043,Kiritimatiellae,KIR,NA
BLI21_assembly105_000000018642_7,BLI21_assembly105_000000018642,9442,9837,-,BLI_hgcA_clstr_0043,Kiritimatiellae,KIR,NA
BLI21_assembly106_000000000187_20,BLI21_assembly106_000000000187,572,2029,-,BLI_hgcA_clstr_0028,Kiritimatiellae,KIR,NA
BLI21_assembly106_000000000187_21,BLI21_assembly106_000000000187,2029,3411,-,BLI_hgcA_clstr_0028,Kiritimatiellae,KIR,NA
BLI21_assembly106_000000000187_22,BLI21_assembly106_000000000187,3430,4416,-,BLI_hgcA_clstr_0028,Kiritimatiellae,KIR,NA
BLI21_assembly106_000000000187_23,BLI21_assembly106_000000000187,4605,4997,+,BLI_hgcA_clstr_0028,Kiritimatiellae,KIR,transc_reg_arsR
BLI21_assembly106_000000000187_24,BLI21_assembly106_000000000187,5000,6061,+,BLI_hgcA_clstr_0028,Kiritimatiellae,KIR,hgcA
BLI21_assembly106_000000000187_25,BLI21_assembly106_000000000187,6072,6365,+,BLI_hgcA_clstr_0028,Kiritimatiellae,KIR,hgcB
BLI21_assembly106_000000000187_26,BLI21_assembly106_000000000187,6414,7601,+,BLI_hgcA_clstr_0028,Kiritimatiellae,KIR,ACR3_arsenite_efflux
BLI21_assembly106_000000000187_27,BLI21_assembly106_000000000187,7603,8100,+,BLI_hgcA_clstr_0028,Kiritimatiellae,KIR,ArsC_arsenate_reductase
BLI21_assembly106_000000000187_28,BLI21_assembly106_000000000187,8029,9225,-,BLI_hgcA_clstr_0028,Kiritimatiellae,KIR,NA
BLI21_assembly106_000000000187_29,BLI21_assembly106_000000000187,9346,10863,-,BLI_hgcA_clstr_0028,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000018797_6,BLI21_coassembly_000000018797,9782,10585,+,BLI_hgcA_clstr_0056,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000018797_7,BLI21_coassembly_000000018797,8262,9785,+,BLI_hgcA_clstr_0056,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000018797_8,BLI21_coassembly_000000018797,6266,8233,+,BLI_hgcA_clstr_0056,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000018797_9,BLI21_coassembly_000000018797,5980,6273,+,BLI_hgcA_clstr_0056,Kiritimatiellae,KIR,hgcB
BLI21_coassembly_000000018797_10,BLI21_coassembly_000000018797,5000,5992,+,BLI_hgcA_clstr_0056,Kiritimatiellae,KIR,hgcA
BLI21_coassembly_000000018797_11,BLI21_coassembly_000000018797,3576,5003,+,BLI_hgcA_clstr_0056,Kiritimatiellae,KIR,NA
BLI20_assembly005_000000188864_1,BLI20_assembly005_000000188864,6031,6168,+,BLI_hgcA_clstr_0043,Kiritimatiellae,KIR,hgcB
BLI20_assembly005_000000188864_2,BLI20_assembly005_000000188864,5000,6034,+,BLI_hgcA_clstr_0043,Kiritimatiellae,KIR,hgcA
BLI21_assembly103_000000189558_1,BLI21_assembly103_000000189558,5000,5932,+,BLI_hgcA_clstr_0071,Bacteroidetes,RESP,hgcA
BLI21_assembly103_000000189558_2,BLI21_assembly103_000000189558,4699,4926,+,BLI_hgcA_clstr_0071,Bacteroidetes,RESP,NA
BLI20_coassembly_000000019139_1,BLI20_coassembly_000000019139,2956,4458,+,BLI_hgcA_clstr_0034,Kiritimatiellae,KIR,NA
BLI20_coassembly_000000019139_2,BLI20_coassembly_000000019139,4604,4996,+,BLI_hgcA_clstr_0034,Kiritimatiellae,KIR,transc_reg_arsR
BLI20_coassembly_000000019139_3,BLI20_coassembly_000000019139,5000,6058,+,BLI_hgcA_clstr_0034,Kiritimatiellae,KIR,hgcA
BLI20_coassembly_000000019139_4,BLI20_coassembly_000000019139,6068,6394,+,BLI_hgcA_clstr_0034,Kiritimatiellae,KIR,hgcB
BLI20_coassembly_000000019139_5,BLI20_coassembly_000000019139,6394,6675,+,BLI_hgcA_clstr_0034,Kiritimatiellae,KIR,NA
BLI20_coassembly_000000019139_6,BLI20_coassembly_000000019139,6836,7012,+,BLI_hgcA_clstr_0034,Kiritimatiellae,KIR,NA
BLI20_coassembly_000000019139_7,BLI20_coassembly_000000019139,7094,9031,+,BLI_hgcA_clstr_0034,Kiritimatiellae,KIR,NA
BLI20_coassembly_000000019139_8,BLI20_coassembly_000000019139,9067,9456,+,BLI_hgcA_clstr_0034,Kiritimatiellae,KIR,transc_reg_arsR
BLI20_coassembly_000000019139_9,BLI20_coassembly_000000019139,9494,10117,+,BLI_hgcA_clstr_0034,Kiritimatiellae,KIR,NA
BLI20_coassembly_000000019139_10,BLI20_coassembly_000000019139,10128,10847,+,BLI_hgcA_clstr_0034,Kiritimatiellae,KIR,NA
BLI21_assembly103_000000000192_1,BLI21_assembly103_000000000192,6365,6577,+,BLI_hgcA_clstr_0054,Kiritimatiellae,KIR,ArsC_arsenate_reductase
BLI21_assembly103_000000000192_2,BLI21_assembly103_000000000192,6009,6317,+,BLI_hgcA_clstr_0054,Kiritimatiellae,KIR,hgcB
BLI21_assembly103_000000000192_3,BLI21_assembly103_000000000192,5000,5998,+,BLI_hgcA_clstr_0054,Kiritimatiellae,KIR,hgcA
BLI21_assembly103_000000000192_4,BLI21_assembly103_000000000192,4610,4990,+,BLI_hgcA_clstr_0054,Kiritimatiellae,KIR,transc_reg_arsR
BLI21_assembly103_000000000192_5,BLI21_assembly103_000000000192,1363,4452,+,BLI_hgcA_clstr_0054,Kiritimatiellae,KIR,metal_efflux_RND_CusA
BLI21_assembly103_000000000192_6,BLI21_assembly103_000000000192,33,1325,+,BLI_hgcA_clstr_0054,Kiritimatiellae,KIR,metal_efflux_RND_adaptor
BLI21_assembly105_000000019377_1,BLI21_assembly105_000000019377,8453,8809,+,BLI_hgcA_clstr_0018,Firmicutes,FERM,NA
BLI21_assembly105_000000019377_2,BLI21_assembly105_000000019377,6454,8361,-,BLI_hgcA_clstr_0018,Firmicutes,FERM,metal_translocating_P_ATPase
BLI21_assembly105_000000019377_3,BLI21_assembly105_000000019377,6096,6416,+,BLI_hgcA_clstr_0018,Firmicutes,FERM,hgcB
BLI21_assembly105_000000019377_4,BLI21_assembly105_000000019377,5000,6079,+,BLI_hgcA_clstr_0018,Firmicutes,FERM,hgcA
BLI21_assembly105_000000019377_5,BLI21_assembly105_000000019377,3731,4735,+,BLI_hgcA_clstr_0018,Firmicutes,FERM,NA
BLI21_coassembly_000000002004_3,BLI21_coassembly_000000002004,2282,4216,-,BLI_hgcA_clstr_0047,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000002004_4,BLI21_coassembly_000000002004,4182,4475,-,BLI_hgcA_clstr_0047,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000002004_5,BLI21_coassembly_000000002004,4608,5003,+,BLI_hgcA_clstr_0047,Kiritimatiellae,KIR,transc_reg_arsR
BLI21_coassembly_000000002004_6,BLI21_coassembly_000000002004,5000,6025,+,BLI_hgcA_clstr_0047,Kiritimatiellae,KIR,hgcA
BLI21_coassembly_000000002004_7,BLI21_coassembly_000000002004,6025,6273,+,BLI_hgcA_clstr_0047,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000002004_8,BLI21_coassembly_000000002004,6295,6615,+,BLI_hgcA_clstr_0047,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000002004_9,BLI21_coassembly_000000002004,6629,7825,+,BLI_hgcA_clstr_0047,Kiritimatiellae,KIR,ACR3_arsenite_efflux
BLI21_coassembly_000000002004_10,BLI21_coassembly_000000002004,7890,8342,+,BLI_hgcA_clstr_0047,Kiritimatiellae,KIR,ArsC_arsenate_reductase
BLI21_coassembly_000000002004_11,BLI21_coassembly_000000002004,8267,8743,-,BLI_hgcA_clstr_0047,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000002004_12,BLI21_coassembly_000000002004,8747,9484,-,BLI_hgcA_clstr_0047,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000002004_13,BLI21_coassembly_000000002004,9426,10502,-,BLI_hgcA_clstr_0047,Kiritimatiellae,KIR,NA
BLI20_coassembly_000000201475_1,BLI20_coassembly_000000201475,4041,4292,+,BLI_hgcA_clstr_0023,Kiritimatiellae,KIR,NA
BLI20_coassembly_000000201475_2,BLI20_coassembly_000000201475,4414,4608,+,BLI_hgcA_clstr_0023,Kiritimatiellae,KIR,NA
BLI20_coassembly_000000201475_3,BLI20_coassembly_000000201475,4605,4988,+,BLI_hgcA_clstr_0023,Kiritimatiellae,KIR,transc_reg_arsR
BLI20_coassembly_000000201475_4,BLI20_coassembly_000000201475,5000,6028,+,BLI_hgcA_clstr_0023,Kiritimatiellae,KIR,hgcA
BLI21_assembly105_000000204070_1,BLI21_assembly105_000000204070,5904,6203,+,BLI_hgcA_clstr_0009,Firmicutes,FERM,hgcB
BLI21_assembly105_000000204070_2,BLI21_assembly105_000000204070,5000,5860,+,BLI_hgcA_clstr_0009,Firmicutes,FERM,hgcA
BLI21_coassembly_000000020628_2,BLI21_coassembly_000000020628,9890,10267,+,BLI_hgcA_clstr_0015,Kiritimatiellae,KIR,ArsC_arsenate_reductase
BLI21_coassembly_000000020628_3,BLI21_coassembly_000000020628,9387,9827,+,BLI_hgcA_clstr_0015,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000020628_4,BLI21_coassembly_000000020628,8146,9321,+,BLI_hgcA_clstr_0015,Kiritimatiellae,KIR,ACR3_arsenite_efflux
BLI21_coassembly_000000020628_5,BLI21_coassembly_000000020628,7409,8119,+,BLI_hgcA_clstr_0015,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000020628_6,BLI21_coassembly_000000020628,6749,7399,+,BLI_hgcA_clstr_0015,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000020628_7,BLI21_coassembly_000000020628,6458,6724,+,BLI_hgcA_clstr_0015,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000020628_8,BLI21_coassembly_000000020628,6107,6430,+,BLI_hgcA_clstr_0015,Kiritimatiellae,KIR,hgcB
BLI21_coassembly_000000020628_9,BLI21_coassembly_000000020628,5000,6097,+,BLI_hgcA_clstr_0015,Kiritimatiellae,KIR,hgcA
BLI21_coassembly_000000020628_10,BLI21_coassembly_000000020628,4566,4949,+,BLI_hgcA_clstr_0015,Kiritimatiellae,KIR,transc_reg_arsR
BLI21_coassembly_000000020628_11,BLI21_coassembly_000000020628,4239,4502,+,BLI_hgcA_clstr_0015,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000020628_12,BLI21_coassembly_000000020628,3114,4157,+,BLI_hgcA_clstr_0015,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000020628_13,BLI21_coassembly_000000020628,926,3145,+,BLI_hgcA_clstr_0015,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000020628_14,BLI21_coassembly_000000020628,539,736,+,BLI_hgcA_clstr_0015,Kiritimatiellae,KIR,NA
BLI20_coassembly_000000020699_1,BLI20_coassembly_000000020699,6440,8476,-,BLI_hgcA_clstr_0078,Verrucomicrobiae,RESP,NA
BLI20_coassembly_000000020699_2,BLI20_coassembly_000000020699,5896,6177,+,BLI_hgcA_clstr_0078,Verrucomicrobiae,RESP,hgcB
BLI20_coassembly_000000020699_3,BLI20_coassembly_000000020699,5000,5863,+,BLI_hgcA_clstr_0078,Verrucomicrobiae,RESP,hgcA
BLI20_coassembly_000000020699_4,BLI20_coassembly_000000020699,3891,4589,+,BLI_hgcA_clstr_0078,Verrucomicrobiae,RESP,NA
BLI20_coassembly_000000020699_5,BLI20_coassembly_000000020699,3457,3888,+,BLI_hgcA_clstr_0078,Verrucomicrobiae,RESP,NA
BLI20_coassembly_000000020699_6,BLI20_coassembly_000000020699,3216,3446,+,BLI_hgcA_clstr_0078,Verrucomicrobiae,RESP,NA
BLI20_coassembly_000000020699_7,BLI20_coassembly_000000020699,1860,3197,+,BLI_hgcA_clstr_0078,Verrucomicrobiae,RESP,NA
BLI20_coassembly_000000020699_8,BLI20_coassembly_000000020699,1363,1794,+,BLI_hgcA_clstr_0078,Verrucomicrobiae,RESP,transc_reg_arsR
BLI21_assembly105_000000021161_1,BLI21_assembly105_000000021161,3772,4446,+,BLI_hgcA_clstr_0039,Bacteroidetes,RESP,metal_efflux_RND_TolC
BLI21_assembly105_000000021161_2,BLI21_assembly105_000000021161,4615,4998,+,BLI_hgcA_clstr_0039,Bacteroidetes,RESP,ArsC_arsenate_reductase
BLI21_assembly105_000000021161_3,BLI21_assembly105_000000021161,5000,6043,+,BLI_hgcA_clstr_0039,Bacteroidetes,RESP,hgcA
BLI21_assembly105_000000021161_4,BLI21_assembly105_000000021161,6040,6336,+,BLI_hgcA_clstr_0039,Bacteroidetes,RESP,hgcB
BLI21_assembly105_000000021161_5,BLI21_assembly105_000000021161,6353,7303,-,BLI_hgcA_clstr_0039,Bacteroidetes,RESP,NA
BLI21_assembly105_000000021161_6,BLI21_assembly105_000000021161,7339,8565,-,BLI_hgcA_clstr_0039,Bacteroidetes,RESP,NA
BLI20_coassembly_000000214677_1,BLI20_coassembly_000000214677,5000,6031,+,BLI_hgcA_clstr_0044,Kiritimatiellae,KIR,hgcA
BLI20_coassembly_000000214677_2,BLI20_coassembly_000000214677,6044,6364,+,BLI_hgcA_clstr_0044,Kiritimatiellae,KIR,hgcB
BLI20_coassembly_000000214677_3,BLI20_coassembly_000000214677,6395,6916,-,BLI_hgcA_clstr_0044,Kiritimatiellae,KIR,NA
BLI21_assembly104_000000218383_1,BLI21_assembly104_000000218383,5000,6073,+,BLI_hgcA_clstr_0019,Kiritimatiellae,KIR,hgcA
BLI21_coassembly_000000219078_1,BLI21_coassembly_000000219078,4088,4822,+,BLI_hgcA_clstr_0020,Firmicutes,FERM,NA
BLI21_coassembly_000000219078_2,BLI21_coassembly_000000219078,5000,6073,+,BLI_hgcA_clstr_0020,Firmicutes,FERM,hgcA
BLI21_coassembly_000000219078_3,BLI21_coassembly_000000219078,6086,6439,+,BLI_hgcA_clstr_0020,Firmicutes,FERM,hgcB
BLI21_coassembly_000000219078_4,BLI21_coassembly_000000219078,6642,7151,-,BLI_hgcA_clstr_0020,Firmicutes,FERM,NA
BLI21_assembly106_000000022489_1,BLI21_assembly106_000000022489,4447,4764,+,BLI_hgcA_clstr_0064,Desulfobacterota,SRB,NA
BLI21_assembly106_000000022489_2,BLI21_assembly106_000000022489,5000,5977,+,BLI_hgcA_clstr_0064,Desulfobacterota,SRB,hgcA
BLI21_assembly106_000000022489_3,BLI21_assembly106_000000022489,6041,6334,+,BLI_hgcA_clstr_0064,Desulfobacterota,SRB,hgcB
BLI21_assembly106_000000022489_4,BLI21_assembly106_000000022489,6383,7852,-,BLI_hgcA_clstr_0064,Desulfobacterota,SRB,transc_reg_sig54
BLI21_assembly106_000000022489_5,BLI21_assembly106_000000022489,7830,9065,-,BLI_hgcA_clstr_0064,Desulfobacterota,SRB,NA
BLI21_coassembly_000000229519_1,BLI21_coassembly_000000229519,3817,4494,+,BLI_hgcA_clstr_0076,Geobacteraceae,RESP,NA
BLI21_coassembly_000000229519_2,BLI21_coassembly_000000229519,4508,4840,+,BLI_hgcA_clstr_0076,Geobacteraceae,RESP,NA
BLI21_coassembly_000000229519_3,BLI21_coassembly_000000229519,5000,5893,+,BLI_hgcA_clstr_0076,Geobacteraceae,RESP,hgcA
BLI21_coassembly_000000229519_4,BLI21_coassembly_000000229519,5890,6183,+,BLI_hgcA_clstr_0076,Geobacteraceae,RESP,hgcB
BLI21_coassembly_000000229519_5,BLI21_coassembly_000000229519,6208,6633,+,BLI_hgcA_clstr_0076,Geobacteraceae,RESP,NA
BLI21_coassembly_000000229519_6,BLI21_coassembly_000000229519,6659,6814,+,BLI_hgcA_clstr_0076,Geobacteraceae,RESP,NA
BLI21_coassembly_000000231036_1,BLI21_coassembly_000000231036,6371,7762,+,BLI_hgcA_clstr_0080,Bacteroidetes,RESP,NA
BLI21_coassembly_000000231036_2,BLI21_coassembly_000000231036,5836,6132,+,BLI_hgcA_clstr_0080,Bacteroidetes,RESP,hgcB
BLI21_coassembly_000000231036_3,BLI21_coassembly_000000231036,5000,5839,+,BLI_hgcA_clstr_0080,Bacteroidetes,RESP,hgcA
BLI21_coassembly_000000231036_4,BLI21_coassembly_000000231036,4779,4874,-,BLI_hgcA_clstr_0080,Bacteroidetes,RESP,NA
BLI20_coassembly_000000234150_1,BLI20_coassembly_000000234150,6415,6804,+,BLI_hgcA_clstr_0033,Kiritimatiellae,KIR,NA
BLI20_coassembly_000000234150_2,BLI20_coassembly_000000234150,6099,6422,+,BLI_hgcA_clstr_0033,Kiritimatiellae,KIR,hgcB
BLI20_coassembly_000000234150_3,BLI20_coassembly_000000234150,5000,6061,+,BLI_hgcA_clstr_0033,Kiritimatiellae,KIR,hgcA
BLI21_coassembly_000000239817_1,BLI21_coassembly_000000239817,6719,6871,+,BLI_hgcA_clstr_0031,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000239817_2,BLI21_coassembly_000000239817,6435,6698,+,BLI_hgcA_clstr_0031,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000239817_3,BLI21_coassembly_000000239817,6116,6442,+,BLI_hgcA_clstr_0031,Kiritimatiellae,KIR,hgcB
BLI21_coassembly_000000239817_4,BLI21_coassembly_000000239817,5000,6061,+,BLI_hgcA_clstr_0031,Kiritimatiellae,KIR,hgcA
BLI21_coassembly_000000239817_5,BLI21_coassembly_000000239817,3961,4779,-,BLI_hgcA_clstr_0031,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000241246_1,BLI21_coassembly_000000241246,3414,3836,+,BLI_hgcA_clstr_0032,Bacteroidetes,RESP,NA
BLI21_coassembly_000000241246_2,BLI21_coassembly_000000241246,3869,4303,+,BLI_hgcA_clstr_0032,Bacteroidetes,RESP,NA
BLI21_coassembly_000000241246_3,BLI21_coassembly_000000241246,4350,4682,+,BLI_hgcA_clstr_0032,Bacteroidetes,RESP,NA
BLI21_coassembly_000000241246_4,BLI21_coassembly_000000241246,4708,4926,+,BLI_hgcA_clstr_0032,Bacteroidetes,RESP,NA
BLI21_coassembly_000000241246_5,BLI21_coassembly_000000241246,5000,6061,+,BLI_hgcA_clstr_0032,Bacteroidetes,RESP,hgcA
BLI21_coassembly_000000241246_6,BLI21_coassembly_000000241246,6073,6312,+,BLI_hgcA_clstr_0032,Bacteroidetes,RESP,hgcB
BLI21_assembly106_000000241573_1,BLI21_assembly106_000000241573,4791,4877,+,BLI_hgcA_clstr_0040,PVC,UNK,NA
BLI21_assembly106_000000241573_2,BLI21_assembly106_000000241573,5000,5995,+,BLI_hgcA_clstr_0040,PVC,UNK,hgcA
BLI20_assembly002_000000024500_1,BLI20_assembly002_000000024500,5000,6061,+,BLI_hgcA_clstr_0031,Kiritimatiellae,KIR,hgcA
BLI20_assembly002_000000024500_2,BLI20_assembly002_000000024500,6116,6442,+,BLI_hgcA_clstr_0031,Kiritimatiellae,KIR,hgcB
BLI20_assembly002_000000024500_3,BLI20_assembly002_000000024500,6435,6698,+,BLI_hgcA_clstr_0031,Kiritimatiellae,KIR,NA
BLI20_assembly002_000000024500_4,BLI20_assembly002_000000024500,6719,6961,+,BLI_hgcA_clstr_0031,Kiritimatiellae,KIR,NA
BLI20_assembly002_000000024500_5,BLI20_assembly002_000000024500,6958,7359,+,BLI_hgcA_clstr_0031,Kiritimatiellae,KIR,NA
BLI20_assembly002_000000024500_6,BLI20_assembly002_000000024500,7374,8360,+,BLI_hgcA_clstr_0031,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000024686_1,BLI21_coassembly_000000024686,1836,3737,-,BLI_hgcA_clstr_0026,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000024686_2,BLI21_coassembly_000000024686,4034,4438,-,BLI_hgcA_clstr_0026,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000024686_3,BLI21_coassembly_000000024686,4605,4988,+,BLI_hgcA_clstr_0026,Kiritimatiellae,KIR,transc_reg_arsR
BLI21_coassembly_000000024686_4,BLI21_coassembly_000000024686,5000,6061,+,BLI_hgcA_clstr_0026,Kiritimatiellae,KIR,hgcA
BLI21_coassembly_000000024686_5,BLI21_coassembly_000000024686,6071,6379,+,BLI_hgcA_clstr_0026,Kiritimatiellae,KIR,hgcB
BLI21_coassembly_000000024686_6,BLI21_coassembly_000000024686,6407,7588,+,BLI_hgcA_clstr_0026,Kiritimatiellae,KIR,ACR3_arsenite_efflux
BLI21_coassembly_000000024686_7,BLI21_coassembly_000000024686,7664,7834,+,BLI_hgcA_clstr_0026,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000024686_8,BLI21_coassembly_000000024686,7831,8163,+,BLI_hgcA_clstr_0026,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000024686_9,BLI21_coassembly_000000024686,8169,9257,+,BLI_hgcA_clstr_0026,Kiritimatiellae,KIR,ArsC_arsenate_reductase
BLI21_assembly106_000000247308_1,BLI21_assembly106_000000247308,5000,5992,+,BLI_hgcA_clstr_0055,Kiritimatiellae,KIR,hgcA
BLI21_assembly106_000000247308_2,BLI21_assembly106_000000247308,4818,4976,-,BLI_hgcA_clstr_0055,Kiritimatiellae,KIR,NA
BLI20_assembly005_000000247775_1,BLI20_assembly005_000000247775,5000,5917,+,BLI_hgcA_clstr_0026,Kiritimatiellae,KIR,hgcA
BLI20_assembly002_000000024918_1,BLI20_assembly002_000000024918,3325,4026,+,BLI_hgcA_clstr_0021,Kiritimatiellae,KIR,NA
BLI20_assembly002_000000024918_2,BLI20_assembly002_000000024918,4049,4453,-,BLI_hgcA_clstr_0021,Kiritimatiellae,KIR,NA
BLI20_assembly002_000000024918_3,BLI20_assembly002_000000024918,4610,4993,+,BLI_hgcA_clstr_0021,Kiritimatiellae,KIR,transc_reg_arsR
BLI20_assembly002_000000024918_4,BLI20_assembly002_000000024918,5000,6067,+,BLI_hgcA_clstr_0021,Kiritimatiellae,KIR,hgcA
BLI20_assembly002_000000024918_5,BLI20_assembly002_000000024918,6078,6458,+,BLI_hgcA_clstr_0021,Kiritimatiellae,KIR,hgcB
BLI20_assembly002_000000024918_6,BLI20_assembly002_000000024918,6455,6616,+,BLI_hgcA_clstr_0021,Kiritimatiellae,KIR,ACR3_arsenite_efflux
BLI21_assembly106_000000002525_6,BLI21_assembly106_000000002525,9361,10137,+,BLI_hgcA_clstr_0066,Kiritimatiellae,KIR,NA
BLI21_assembly106_000000002525_7,BLI21_assembly106_000000002525,8216,9364,+,BLI_hgcA_clstr_0066,Kiritimatiellae,KIR,NA
BLI21_assembly106_000000002525_8,BLI21_assembly106_000000002525,6264,8219,+,BLI_hgcA_clstr_0066,Kiritimatiellae,KIR,NA
BLI21_assembly106_000000002525_9,BLI21_assembly106_000000002525,5000,5956,+,BLI_hgcA_clstr_0066,Kiritimatiellae,KIR,hgcA
BLI21_assembly106_000000002525_10,BLI21_assembly106_000000002525,4121,4924,+,BLI_hgcA_clstr_0066,Kiritimatiellae,KIR,NA
BLI21_assembly106_000000002525_11,BLI21_assembly106_000000002525,2024,3913,+,BLI_hgcA_clstr_0066,Kiritimatiellae,KIR,NA
BLI21_assembly106_000000002525_12,BLI21_assembly106_000000002525,647,2005,+,BLI_hgcA_clstr_0066,Kiritimatiellae,KIR,NA
BLI21_assembly103_000000025292_1,BLI21_assembly103_000000025292,8318,8626,+,BLI_hgcA_clstr_0025,Kiritimatiellae,KIR,NA
BLI21_assembly103_000000025292_2,BLI21_assembly103_000000025292,7122,8306,+,BLI_hgcA_clstr_0025,Kiritimatiellae,KIR,ACR3_arsenite_efflux
BLI21_assembly103_000000025292_3,BLI21_assembly103_000000025292,6390,6830,+,BLI_hgcA_clstr_0025,Kiritimatiellae,KIR,ArsC_arsenate_reductase
BLI21_assembly103_000000025292_4,BLI21_assembly103_000000025292,6072,6371,+,BLI_hgcA_clstr_0025,Kiritimatiellae,KIR,hgcB
BLI21_assembly103_000000025292_5,BLI21_assembly103_000000025292,5000,6061,+,BLI_hgcA_clstr_0025,Kiritimatiellae,KIR,hgcA
BLI21_assembly103_000000025292_6,BLI21_assembly103_000000025292,4605,4988,+,BLI_hgcA_clstr_0025,Kiritimatiellae,KIR,transc_reg_arsR
BLI21_coassembly_000000025634_1,BLI21_coassembly_000000025634,9424,9855,-,BLI_hgcA_clstr_0027,Desulfomonilaceae,SRB,NA
BLI21_coassembly_000000025634_2,BLI21_coassembly_000000025634,9203,9307,-,BLI_hgcA_clstr_0027,Desulfomonilaceae,SRB,NA
BLI21_coassembly_000000025634_3,BLI21_coassembly_000000025634,9008,9202,-,BLI_hgcA_clstr_0027,Desulfomonilaceae,SRB,NA
BLI21_coassembly_000000025634_4,BLI21_coassembly_000000025634,8436,8975,-,BLI_hgcA_clstr_0027,Desulfomonilaceae,SRB,NA
BLI21_coassembly_000000025634_5,BLI21_coassembly_000000025634,7904,8443,-,BLI_hgcA_clstr_0027,Desulfomonilaceae,SRB,NA
BLI21_coassembly_000000025634_6,BLI21_coassembly_000000025634,7210,7491,+,BLI_hgcA_clstr_0027,Desulfomonilaceae,SRB,NA
BLI21_coassembly_000000025634_7,BLI21_coassembly_000000025634,6779,6928,-,BLI_hgcA_clstr_0027,Desulfomonilaceae,SRB,NA
BLI21_coassembly_000000025634_8,BLI21_coassembly_000000025634,6075,6413,+,BLI_hgcA_clstr_0027,Desulfomonilaceae,SRB,hgcB
BLI21_coassembly_000000025634_9,BLI21_coassembly_000000025634,5000,6061,+,BLI_hgcA_clstr_0027,Desulfomonilaceae,SRB,hgcA
BLI21_coassembly_000000025634_10,BLI21_coassembly_000000025634,4462,4815,+,BLI_hgcA_clstr_0027,Desulfomonilaceae,SRB,transc_reg_arsR
BLI21_coassembly_000000025634_11,BLI21_coassembly_000000025634,2979,4004,+,BLI_hgcA_clstr_0027,Desulfomonilaceae,SRB,NA
BLI21_coassembly_000000025634_12,BLI21_coassembly_000000025634,1882,2982,+,BLI_hgcA_clstr_0027,Desulfomonilaceae,SRB,NA
